pair_id,customer_tweet_id,customer_msg,brand_reply,created_at
uc_703146,703146,@Uber_Support i reset my phone recently and re installed uber app in my phone. Now i am unable to re login with the same mobile number. I didn't updated my account with the email address so i am now having trouble in loggin in again.,@287973 We're here to help! Please send us a note viahttps://help.uber.com/h/53cf8809-a0fc-4856-8706-de637266d4f3 so we can connect.,Thu Nov 23 18:59:56 +0000 2017
uc_1377767,1377767,My @115873 driver gave me a bad review because I gave him 4 stars for a late pickup. Does @AskLyft have the same ridiculous rating system?,@440743 Hi Scott! Find out more info on how ratings are being determined here: https://t.co/kWptmPiR2h,Sat Oct 28 02:08:28 +0000 2017
uc_531755,531755,@Uber_Support It's been 2 hours since I'm trying to reach you. You guys are not responding. Please anyone attend the matter. __email__,"@243189 Hello there, Jacob. We have received your message through in app support, and a member of our team will be following up with you there once we have more information. Please check there for updates and let us know if you have any questions.",Sat Dec 02 11:04:44 +0000 2017
uc_1013844,1013844,@Uber_Support Go read your emails,@359897 Send us a DM with your email address and we can take a look. We'll keep an eye out for your message.,Sun Oct 22 22:58:58 +0000 2017
uc_2667456,2667456,@Uber_Support Yea I ve replied.,@751440 Here to help. Send us a DM (Direct Message) with your email address so we can connect.,Sun Nov 19 09:38:31 +0000 2017
uc_1796238,1796238,"@116276 @115873 @Uber_Support my Uber account was hacked more than 36 hours ago and after multiple attempts to contact your team, I still haven't received a response. Stunned that #Uber doesn't take these things more seriously.","@384864 Sorry for the delay, Jennifer. We're here to help! Please send us a DM with your Uber account email address and phone number.",Thu Oct 12 14:08:14 +0000 2017
uc_2323436,2323436,Badly let down by @115873 again. Will not be happening again as the app has been deleted.,@673187 Here to help! Please send us a note here; https://t.co/QDn91HzZV0 so our team can assist.,Mon Nov 13 13:30:21 +0000 2017
uc_1673419,1673419,@Uber_Support Why am I being asked to pay a penalty when the uber driver's phone goes off at the pick up but he still drives me and I pay.,"@509213 We're happy to connect, Titus. Please reach out at https://t.co/QsI1vsvcif and a member of our team will be in touch shortly.",Tue Oct 17 13:22:25 +0000 2017
uc_412223,412223,@115873 @Uber_Support I provided information into your above form..confirmed email..but still not get any information about my account...are you joking with us??,@213347 Happy to further assist you. Can you please send us a DM with your email address and additional details?,Wed Nov 29 03:18:35 +0000 2017
uc_2502186,2502186,"@Uber_Support Where can I #sue u guys #uber for the inconvenience caused and not showing up $150 in my account , as well not resolving the issue since 10th","@673195 Here to help, Pushkar. Our team will be in touch via email so please be sure to keep an eye on your inbox for our reply.",Wed Nov 15 20:09:17 +0000 2017
uc_1349374,1349374,@Uber_Support Thanks I’ve applied but I’d like to speak to someone to complain about his behaviour,@434661 We see you've written into our support platform. A member of our team is on this and will follow up with you. We appreciate your patience.,Fri Oct 27 17:46:40 +0000 2017
uc_1802609,1802609,@Uber_Support https://t.co/c7Aa3mN9s6 plz follow ups asap. thanks for your prompt response,@128312 Please send us a DM with your email address associated with your account so we can look into this for you. https://t.co/sd7yH5jmbJ,Fri Oct 13 08:45:08 +0000 2017
uc_1025697,1025697,@Uber_Support I send my email. I await a solution.,@362696 We've been in touch via DM!,Sun Oct 22 19:11:51 +0000 2017
uc_2769118,2769118,"@Uber_Support our UberEats order was rejected last night but my card has still been charged, how do I get the money back?","@774219 Sorry to hear about the troubles, David. Please send us a note at https://t.co/PwMnPVp5yK so we can look into this for you.",Tue Nov 21 11:23:42 +0000 2017
uc_2143530,2143530,Literally going through all the stages of grief over @115877 cancelling my @85063 order as it arrived.,"@476025 We see that you've reached out directly to our support team via in-app, and we will continue communications there moving forward.",Wed Nov 08 23:03:35 +0000 2017
uc_2569030,2569030,. @115873 @Uber_Support a 42 minute conversation for a really poor experience all for your floor Supervisor to say “Send an email.” https://t.co/kQASh6h8Li,"@591547 Hey, Melanie. Let's get another set of eyes on this for you. Please DM us your account email so we can take a closer look into this.",Sun Oct 22 23:24:12 +0000 2017
uc_1332870,1332870,@119983 @3564 @127960 I hv already vistd the same issue is nt resolved evn aftr chngng trips to uber XL still recvng uber Pool https://t.co/Zzdo0tyiqB,"@430935 Hello, Irfan. We've gone ahead and followed up with you via DM regarding this matter.",Fri Oct 27 13:09:52 +0000 2017
uc_2954547,2954547,@Uber_Support I am an @116988 platinum Uber VIP. But my account does not show the option select Uber vip rides in Wahsignton DC. Please advise.,@420793 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Wed Nov 29 18:54:26 +0000 2017
uc_1119043,1119043,"Bizarre act of @115873 driver Dost Mohammad. I commented on very dirty foot mats.He stopped cab &amp;asked me to get off, left me stranded on road",@384020 So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,Sat Oct 14 11:20:25 +0000 2017
uc_1065395,1065395,@Uber_Support Check DM please.,"@371542 We responded to your DM, Richmond! Check your inbox for our message.",Sat Oct 14 20:14:16 +0000 2017
uc_574240,574240,@Uber_Support why do I have to walk to a pick up point for my uber? Isn’t the point for them to come to me? Y’all are trash,@255057 Here to help! Send us a note at https://t.co/593jusCquh so our team can connect.,Sun Dec 03 06:29:06 +0000 2017
uc_2697353,2697353,@115873 is there a number I can call to report a fraudulent charge?,"@757930 Sorry for the trouble! Send us a note here, https://t.co/dInR3racif and our team will be in touch.",Sun Nov 19 19:00:14 +0000 2017
uc_1332521,1332521,@Uber_Support im not getting any promotion since i open my account..i need help,"@430861 Here to assist, DJ! Stay connected here: https://t.co/vhhxzOTc9q within the app for any upcoming promotions. Hope this helps.",Mon Oct 16 05:57:02 +0000 2017
uc_1409782,1409782,So much for @115877 customer service and @Uber_Support. Day 4 since I received this email and all I received was 33 cents. https://t.co/9MGtuRGlJ1,@396349 Thanks for bringing this to our attention. DM us your account email along with details for assistance.,Sat Oct 28 18:01:30 +0000 2017
uc_1323550,1323550,@Uber_Support needs to see what dumb ass shit I deal with https://t.co/H2BiIBuI8U,@428854 We want to follow up with you. Send us a message at https://t.co/balq3EgQZw and a member of our team will follow up soon.,Mon Oct 16 06:26:28 +0000 2017
uc_378545,378545,"TW 1 of 2. So, @115873 let me get this right. You can cancel your rides to passengers at anytime without any penalties. But when a passenger..",@205828 Sorry about that! Please send us a note here https://t.co/h840Iouehc,Mon Oct 09 05:04:04 +0000 2017
uc_91550,91550,@115877 Order accepted by restaurant but in order details it is shown as sold out.. confusing status,"@135847 We're here to help! Find more info about Issue with an ongoing order via https://t.co/jbHuQoc6r1 thanks. If there's anything else, don't hesitate to reach us back.",Thu Nov 30 15:18:06 +0000 2017
uc_1383917,1383917,@115873 thanks for your shittt fucking drivers thanks,"@442067 Sorry for the trouble! Send us a note here, https://t.co/fS660rQ8NQ, and our team will be in touch.",Sat Oct 28 08:11:28 +0000 2017
uc_1409859,1409859,@115873 @Uber_Support I HAVE LITERALLY NEVER RECEIVED SUCH BAD CUSTOMER SERVICE WHAT THE FUCK IS WRONG YOUUUU https://t.co/SA8N79GIIw,"@125622 Hi, we have requested that a member of our team follow up with you directly. We appreciate your patience.",Wed Nov 01 22:00:50 +0000 2017
uc_2031297,2031297,@523627 @127188 Correct. Cc Hey @Uber_Support why is the code applied to the DELNOV75 not getting applied to the final price? https://t.co/eFJYluhmTw,"@152288 We'd like to look into this, Amol. Can you please provide us your email address associated with your account along with details via DM.",Tue Nov 07 12:28:10 +0000 2017
uc_750056,750056,@Uber_Support why was my account disabled when I haven't even taken my first trip yet lol,"@299291 Let's take a look, Jord! Please reach out at https://t.co/BDlHSjUF9c and we'll follow up.",Sat Oct 07 02:17:52 +0000 2017
uc_76115,76115,"@Uber_Support I am trying to reset my password. However at the stage of 2 factor verification, as I await to receive an sms from provider, I never get to receive the text. any adivse",@133031 Here to help! Send us a note here; https://t.co/bkUdpDezkY and our team will be able to assist!,Thu Nov 30 11:41:26 +0000 2017
uc_1083064,1083064,Left my a phone in the backseat of our @115873 driver's car last night. Driver isn't picking up. Anybody know what to besides report it?,@375485 Here to help! Send us a note via https://t.co/oY5vj3NqP3 so we can connect.,Mon Oct 23 17:36:05 +0000 2017
uc_2102717,2102717,@Uber_Support I tried already (on the spot),@620916 Please DM us using the following link. https://t.co/sd7yH5jmbJ,Thu Oct 19 20:50:42 +0000 2017
uc_1015851,1015851,@Uber_Support And 2. It isn't allowing me to sign in 🙄🙄,@360357 Thanks for reaching out to us about this. Please reach out to us directly using this link https://t.co/BDlHSjUF9c and leave a brief note.,Sun Oct 15 02:15:10 +0000 2017
uc_1560886,1560886,@Uber_Support tried ordering an uber and it kept taking me to this even after I confirmed so if i get charged you's are refunding me https://t.co/XU0aWvEMmT,@482238 We're here to help! Send us a note at https://t.co/u3MyknJaaN so we can assist.,Sat Nov 04 09:00:07 +0000 2017
uc_1252031,1252031,Beware of cheating by #Uber #ola is much better #thrusdaythoughts #BJP #gobackuber b4 trip amount ws 168 aftr trip 280. hapend thrice https://t.co/9l3mR17uTB,@413697 Here to help. Send us a note at https://t.co/oEOANqFpjc so our team can connect .,Thu Oct 26 04:53:33 +0000 2017
uc_2964587,2964587,@Uber_Support __email__ thank you!,"@817945 Emily, please DM us that information. We cannot proceed further until you delete the tweet containing your address and following-up with us through DM. We appreciate your patience and understanding.",Wed Nov 29 22:21:11 +0000 2017
uc_1273129,1273129,@418011 @Uber_Support I know right?,"@244441 Thank you for bringing this to our attention. Our team is currently reviewing, and we hope to get this resolved shortly.",Fri Dec 01 02:01:45 +0000 2017
uc_970664,970664,"when your @115873 decides to pick up another rider on YOUR card and tells you they'll be back.. while they're still ""on trip"" with ur cc.",@350323 Send us a note via https://t.co/bGbBMJqMgN so we can connect.,Sun Oct 22 07:12:50 +0000 2017
uc_934552,934552,@Uber_Support Not acceptable!!! We are starting a social media campaign to fix this!! Thousands of drivers are spending countless hours driving,"@341692 Hi, There. We've followed up via DM.",Sat Oct 21 18:24:36 +0000 2017
uc_1964743,1964743,"@115873 driver reached my location with trip already running. When I objected his act, driver cancelled the trip and told me he will not go.",@582461 Happy to take a closer look for you. Sign in and visit us at https://t.co/s9SVm2cb9K so our team can address this appropriately.,Tue Oct 31 06:37:27 +0000 2017
uc_2614405,2614405,I'm sorry to shame like this. But this is the 4th @115873 where the drivers personal hygiene smells way below par. I don't wanna star people lowly because of that but cmon #uberdrivers 😷😷😷🤢👃🏻,@739062 We're here to help! Send us a note via https://t.co/aBEgvdNWQN so our team can connect.,Fri Nov 17 13:21:39 +0000 2017
uc_2229809,2229809,@Uber_Support There’s no place to write a msg. One: driver didn’t alert me he was here and left. and charged me a cancellation fee,"@650737 Sorry for the confusion here! Send us a note here, https://t.co/h840Iouehc and our team will follow up.",Fri Nov 10 15:14:20 +0000 2017
uc_2930407,2930407,"@Uber_Support booked a cab in Bombay, first cabbie cancelled. Second cabbie refused my destination and he dint cancel. He started the ride and ended it. I got charged for it. Now there's no way for me to complain cause your application isn't allowing me to!!",@810619 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Wed Nov 29 07:15:38 +0000 2017
uc_2818794,2818794,@Uber_Support The Forgot Password link isn't submitting for me. Just downloading a file to my computer when I put in my email or phone number.,"@155232 Sorry for the trouble. Send us a note at https://t.co/Md7v036OoC. If you'd like, you can also DM us with your email address so we can assist!",Tue Nov 28 04:14:12 +0000 2017
uc_2379922,2379922,"@115873 i been using the app for so long and so much and never, even in the first ride get a free one. Can you guys do something for me?",@686253 Here to help! Check out https://t.co/FQNTfKa7k0 for more information.,Tue Nov 14 04:32:56 +0000 2017
uc_853116,853116,hey @115873 can you explain why my friend Lily got attacked by one of your drivers heading to #Cubs game? https://t.co/bkRjel0Lua 😡 #uber,@322661 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,Fri Oct 20 15:14:01 +0000 2017
uc_1633697,1633697,@115873 Can you give me an explanation as to why your drivers are calling me to cancel the ride after 5 minutes when they’re not showing up?,@499830 We're sorry to hear this was your experience. Contact us via https://t.co/fS660rQ8NQ and we'll be in touch.,Tue Oct 17 12:52:51 +0000 2017
uc_1152848,1152848,"@Uber_Support Hi I am from Monterrey, Mexico I need support in billing, I have a familiar account and I can't get the bills from o/fam mem.",@391274 Here to help. Kindly send a note at: https://t.co/OhfgxSAY58 and our team will get in touch.,Tue Oct 24 16:52:34 +0000 2017
uc_2389881,2389881,@Uber_Support anyone on,@688473 Hey there! We've just followed up with you via DM.,Tue Nov 14 07:13:35 +0000 2017
uc_1461681,1461681,@Uber_Support @366976 I’d like to know if you got any resolve with this. I had an issue the other day and still haven’t got it resolved @Uber_Support,"@324000 Happy to help, Jason. Send us a DM with your account email address and we'll be in touch.",Sat Nov 04 11:25:21 +0000 2017
uc_412744,412744,@Uber_Support Uber and UberEats app both giving me error messages for the past two days. Had to use regular taxis multiple times,"@213512 Sorry to hear about the trouble, Philip! Please leave us a note at https://t.co/41EELX1UeL so we can connect.",Mon Oct 09 23:37:14 +0000 2017
uc_2691260,2691260,@Uber_Support Check DM,@756560 We have followed up via DM.,Sat Nov 18 16:37:31 +0000 2017
uc_1874667,1874667,Officially done using @115877 🙄 I'm so annoyed.,@269047 Will you please DM us with your email address associated with your account and the details of your experience? We'll look into it.,Sat Oct 21 21:03:04 +0000 2017
uc_2558777,2558777,"@726387 @Uber_Support @115873 Most annoying part is without understanding the trouble Sir, restart your app Sir, re-register Sir, reinstall the app Sir, Have u tried sign out and sign in...",@726386 We've followed up with you via DM. Please check your inbox for updates! Thanks.,Thu Nov 16 17:43:07 +0000 2017
uc_1911662,1911662,@Uber_Support @115873 Your services are going down the drain. Pathetic to say the least.,@569456 We're here to help! Send us a DM with your email address and more details so we can follow up.,Sun Nov 26 09:22:45 +0000 2017
uc_472503,472503,"I've been waiting 45 minutes for food that was supposed to be here 20 minutes ago, and I've been on hold w/ customer support for wayyyyy too long. @115877 @Uber_Support i just want my breakfast fam",@227520 Here to help. Send us a note at https://t.co/pqZPVbpZRI so our team can connect.,Fri Dec 01 09:23:26 +0000 2017
uc_1877906,1877906,@Uber_Support do you guys have cabs that go to titwala area in mumbai? are you functional?,@187535 We're not in that area at the moment. You're able to view our coverage area by searching for your city here; https://t.co/7nLCPSOc8m,Sat Oct 21 01:53:25 +0000 2017
uc_2382627,2382627,@Uber_Support I was trying to use my Uber credits but instead it keeps trying to charge my credit card,@686868 We're here to help! Send us a DM with your email address so we can connect.,Tue Nov 14 06:11:26 +0000 2017
uc_2347975,2347975,@Uber_Support no I don't receive it !,@678784 Hey there! We've just followed up with you via DM.,Tue Nov 14 04:33:32 +0000 2017
uc_854789,854789,"@Uber_Support I wasn't charged the fee, I'm here to rat this guy out. Tell him to stop and follow your rules. #uber","@250620 We'd like to look into this, Joe! Please send us a note at: https://t.co/QDn91HzZV0 and we'll connect.",Fri Oct 20 15:34:59 +0000 2017
uc_347823,347823,"@Uber_Support what’s up with your payment system? After making the payment for a trip, taking the next trip, making (1)","@198831 Sorry to hear about the troubles, Pratyusha. Please send us a note at https://t.co/hr88X1ZGuG so we can look into this for you.",Sun Oct 08 05:12:28 +0000 2017
uc_1322987,1322987,"@Uber_Support I requested Uber, I got a fare of N600 for a 7mins drive. Wen my family got to d place, d driva demanded and took 1k from them",@428745 Here to help! Send us a note via https://t.co/wW2bTlNcsR to assist you further.,Fri Oct 27 09:43:34 +0000 2017
uc_905425,905425,@115873 my driver was unprofessional and asked to be paid in cash. I ask a refund for the hassle.,@334946 We're here to help! Send us a note via https://t.co/QnJthn5XxC so our team can assist.,Fri Oct 13 18:59:17 +0000 2017
uc_299774,299774,@Uber_Support Have DM'd you to no avail. Almost seems as if you are avoiding my problem!,"@187462 We see your DM, and a member of our team will be in contact shortly.",Fri Oct 06 20:26:45 +0000 2017
uc_2680940,2680940,I hate @115873 . Who do I email to complain because the customer service people hard of hearing?,"@754233 Hi there, we're here to help! Can you send us a DM with your email address so we can connect?",Sun Nov 19 14:30:10 +0000 2017
uc_2059692,2059692,@119983 @115873 My driver denied my trip after allocation and took someone else on personal basis in front. Extremely unprofessional.,@609154 We're sorry to hear this was your experience. Contact us via https://t.co/iOszeeZA9o and we'll be in touch.,Thu Oct 19 00:35:04 +0000 2017
uc_1372041,1372041,"Wondering why there's no option to contact anyone @115873 for support for when none of the default ""help"" questions are applicable?",@439328 Happy to help! Send us a note here https://t.co/zUe0dj6yoX and a member of our team will reach out asap.,Fri Oct 27 23:24:51 +0000 2017
uc_2625389,2625389,@115873 stop forcing me to pay a $5 fee when the driver cancels. #theirchoicenotmyfee #uber #uberfees,@741588 We're here to help! Send us a note via https://t.co/h840Iouehc so our team can connect.,Mon Oct 30 22:47:25 +0000 2017
uc_1688658,1688658,@Uber_Support You didn’t address my concern at all though....like didn’t even mention it. Can I️ get a response?,"@512754 We see you've responded to your support, Alex. We'll be sure to follow up with you there. We appreciate your patience.",Mon Nov 06 19:25:49 +0000 2017
uc_2527682,2527682,@Uber_Support how am I able to do that? and thanks for the rapid reply,@553982 Happy to further assist you. Can you please send us a DM (direct message) with your email address and additional details?,Thu Nov 16 05:21:34 +0000 2017
uc_396153,396153,@115873 @18871 wtf? https://t.co/oXrHkpFTaY,@209801 So sorry about the trouble! Please send us a DM with your email address so we can connect.,Mon Oct 09 17:51:33 +0000 2017
uc_1783729,1783729,we have to wait for a cab for about 2 hrs. If this is your service then we are not gonna book any can from @115873 . we can go for @1143 .,"@535939 We'd like to look into this, Diwaker. Please send us a note at https://t.co/qHI8xcWfiW and a member of our team will follow up.",Wed Oct 11 05:39:31 +0000 2017
uc_1792951,1792951,@TfL can #uber refuse to take someone to A&amp;E -emergency services advised taking a cab because ambulance was one hour away?,"@538534 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/iOszeeHZhQ.",Thu Oct 12 02:26:04 +0000 2017
uc_1268459,1268459,@115877 sucks. They really pissed me off. Took my money without placing my order and you don’t have a CS number wtf 😒,@417007 We're sorry to hear this. Can you please send us a DM with your email address so we can look into this.,Thu Oct 26 13:09:05 +0000 2017
uc_1162955,1162955,@Uber_Support @393579,"@393578 Hi, Austin. Sorry to hear that you're having an issue. Please DM us with details on the issue you're having.",Sat Oct 28 08:32:46 +0000 2017
uc_726412,726412,".@116276 please, please follow up on this, for the stake of whomever operated your customer service division —and my frustration with #uber. https://t.co/6AQw1AyKHf",@289666 Thank you for reaching out. We've received your DM and will be following up shortly.,Wed Oct 11 03:57:59 +0000 2017
uc_1419177,1419177,Probably never going to use @115873 again... @Uber_Support customer service is useless,"@447154 Hello, Dan! Thanks for your patience. Please check your DM for our reply.",Wed Nov 01 22:50:01 +0000 2017
uc_2059628,2059628,@115873 my friend left his phone in the car last night- help!,"@609128 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/rOtqyWzf0B .",Sat Oct 07 13:05:29 +0000 2017
uc_2711946,2711946,"@115873 Fuck you and your shitty support reps, just because someone goes to a city and then weeks,months, years later they have a fraudulent charge for a ride in that same city it's legitimate? #Uberstories #uber #fraud @Uber_Support goodluck on the shit storm of PR I'm bringing to you",@602869 Happy to take a closer look! Send us a DM with your email address so we can follow up.,Mon Nov 20 02:13:48 +0000 2017
uc_273269,273269,@115873 @Uber_Support WHY DID YOU BAN MY ACCOUNT??!!! I have been using Uber for 4 years 😒😒🌎,@181131 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,Fri Oct 06 04:04:47 +0000 2017
uc_2746240,2746240,OK SERIOUSLY @115873 I CAN'T EVEN PUT IN A COMPLAINT AT THE WAIT FEE HELP PAGE?! I understand that there are a lot of people who make their drivers wait a long time but I am not one of them! 0.03?! That is incorrect. Thank you for being my first #280word,@246635 We're sorry to hear about your experience! Can you please contact us via https://t.co/WJq5jsdLlf so our team can connect.,Mon Nov 20 22:21:44 +0000 2017
uc_234022,234022,@115873 you’ve lost a customer! Charged a parking fee when driver didn’t pay for one! Complain and you side with that he did when he didn’t?,"@171721 We're here to help! Send us a note here, https://t.co/ijTJHFJJTx and so our team will assist.",Thu Oct 05 12:06:18 +0000 2017
uc_2035351,2035351,Is Panda Express on uber eats?,@601739 You can check out our coverage areas at https://t.co/uq7HqJ2XOL. We're expanding quickly so stay tuned if your city isn't there!,Tue Nov 07 18:31:08 +0000 2017
uc_102178,102178,@Uber_Support @115873 @134365 @2780 Still not resolved,@138409 We see your DMs and we'll be following up there. Please remove personal information from public view for your security. We appreciate your patience and understanding thus far.,Thu Nov 30 16:56:07 +0000 2017
uc_2423532,2423532,@Uber_Support No thanks.... your app crashed on everyone and even tho I managed to get thru one time the order got declined 😔,"@696024 We're sorry we couldn't get to everyone, but stay tuned for more fun promotions soon!",Tue Nov 14 18:25:43 +0000 2017
uc_2489130,2489130,@Uber_Support I can't place an order on uber eats because it says 'error cannot verify payment profile'. pls help.,@710809 Here to help. Send us a note at https://t.co/3eYc7uUEUm so our team can connect.,Sun Nov 26 19:06:40 +0000 2017
uc_1537776,1537776,"@Uber_Support Dear uber team, you have very poor help options in your app, i hav been trying to highlight double surcharge issue",@476718 Oh no! Please DM us the email linked to your account so we can look into this for you. We look forward to your response.,Mon Oct 16 22:56:12 +0000 2017
uc_1141779,1141779,@Uber_Support Cant access your server.,@388763 Oh no! Thanks for bringing this to our attention. Send us a note at https://t.co/xfSSaIKPY8 for assistance.,Sat Oct 14 18:03:18 +0000 2017
uc_2809860,2809860,@Uber_Support stop these SMS's!,@762855 Here to help! Send us a note via https://t.co/fyn3pR81ht so our team can connect.,Wed Nov 22 06:22:45 +0000 2017
uc_102119,102119,@Uber_Support what is the average rating score for #uk drivers? Have you got any bands e.g 4.8 is good 4.9 is outstanding etc?,@138388 Here to help! Find out more info on how rating works with driver here https://t.co/bRvxQGEanQ,Thu Nov 30 17:41:52 +0000 2017
uc_1197580,1197580,@Uber_Support @115877 Where do I inquire for a refund? Guess my complaint mentioning I couldn’t eat it didn’t matter. https://t.co/u9QgmewufV,@401384 That doesn't sound right. Can you please send us a DM with your email address so we can look into this?,Wed Oct 25 02:40:58 +0000 2017
uc_2614382,2614382,"@Uber_Support Charged excess rs 47/ as cancellation fee. Mob- 9851××9292,email __email__ Wrote in uber help.dud not respond",@625594 Hi there! We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,Fri Nov 17 13:29:57 +0000 2017
uc_831298,831298,@Uber_Support 11pm @ Ldn Liverpool St. one cancellation after I didn't answer the call &amp; then a 12 minute wait &amp; finishing a ride wtf?!,"@317958 Hey Carly, please reach out with the details at https://t.co/593jusU1lP so we can connect.",Thu Oct 12 22:38:46 +0000 2017
uc_2129611,2129611,@115873 I swear y’all have the worst service and the dumbest drivers i needs a refund,"@441978 We've responded via DM, please check your messages. Thanks!",Sun Oct 29 01:23:50 +0000 2017
uc_2241582,2241582,"@115873 this thing where ""your driver is dropping someone off and will be with you in 15mins"" thats not ok. Thats a glitch. I canceled my ride immediately. https://t.co/BhNOcTHa3M","@350265 Sorry for the trouble! Send us a note here, https://t.co/593jusCquh and our team will be in touch.",Fri Nov 10 20:57:42 +0000 2017
uc_366193,366193,@Uber_Support im having issues getting the correct information for the inspection..help!,"@202741 We've sent a DM. please see your inbox to follow up with us, thanks!",Sun Oct 08 18:57:20 +0000 2017
uc_2697368,2697368,@Uber_Support at least one of your drivers in Philadelphia today decided to start rides and charge costumers a mile away on the other side of the city after a request to be picked up near the marathon,"@757935 Sorry for the trouble! Send us a note here, https://t.co/Wavn5xnaeo and our team will be in touch.",Sun Nov 19 18:48:43 +0000 2017
uc_60354,60354,"Hey @Uber_Support, overcharged for a ride, $8.13 ride charged me $913 resulting in a massive overdraft my account incurring many penalties",@129804 Hi there! Please send us a note via https://t.co/ue84RGNpRP so we can connect.,Wed Nov 01 21:07:24 +0000 2017
uc_1807722,1807722,@Uber_Support What if the driver takes longer than expected to reach the pickup location but keeps saying they are a few minutes away?,"@356841 If your driver exceeds the initial ETA by 5 minutes, the fee will be waived. If you are charged a fee, visit: https://t.co/QsI1vsvcif.",Sat Oct 14 13:23:12 +0000 2017
uc_853118,853118,@Uber_Support My friend has left phone in Taxi in kolkata,"@322662 Here to help, Shiv. Please have the account holder visit https://t.co/4KMxrxTYYX to locate your drivers contact info.",Fri Oct 20 15:08:07 +0000 2017
uc_2311492,2311492,I had booked a Uber cab today around 2.45am @40227 but driver refused to pickup and I told him to cancel the ride but he didn't. In Uber App its shows that I'm on the trip &amp; I couldn't cancel it. I hadn't board the cab but how? @Uber_Support @115873 https://t.co/YhUuYDNsOp,@670356 We're sorry to hear this was your experience. Contact us via https://t.co/K05RdmK3t4 and we'll be in touch.,Thu Oct 19 22:02:58 +0000 2017
uc_769310,769310,"@115873 Your customer service process via emails needs some rethinking. People don't understand plain english, and keep double charging for same trip instead.",@303686 Sorry to hear about that! Send us a DM with your email address with details and we'll connect.,Wed Oct 11 22:47:28 +0000 2017
uc_1250723,1250723,"@118730 so I request a ride, your driver accepts, then cancels, and *I* get charged $5? Wanna explain that?",@413438 Here to help! Please send us a note at https://t.co/h840Iouehc and we'll be happy to look into this for you.,Thu Oct 26 03:12:23 +0000 2017
uc_2143543,2143543,@115873 I get charged for a ride in which the driver never picked me up,@630212 Hi there! Please send us a note at https://t.co/bGbBMJqMgN and we'll be happy to look into this for you.,Wed Nov 08 22:53:39 +0000 2017
